ride_id,user_id,city,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_time,duration_minutes,distance_km,speed_kmh,incident_reported,route_deviation,safety_score,time_of_day,timestamp
207,207,Bengaluru,12.9315,77.6624,13.0396,77.6356,21:26,28,22.65,48.54,No,Yes,0.89,day,2025-01-24T21:00:00
208,208,Bengaluru,12.8852,77.6686,12.9724,77.5694,15:39,37,7.28,11.81,No,No,0.77,day,2025-01-24T15:00:00
209,209,Bengaluru,12.8726,77.5497,13.0678,77.5922,06:20,71,24.57,20.76,No,No,0.52,night,2025-01-24T06:00:00
210,210,Bengaluru,13.0032,77.5589,13.0112,77.6906,04:22,69,19.46,16.92,No,No,0.7,night,2025-01-24T04:00:00
211,211,Bengaluru,12.8828,77.5096,12.8911,77.6768,15:08,31,20.09,38.88,No,No,0.86,day,2025-01-24T15:00:00
212,212,Bengaluru,12.9985,77.6921,12.886,77.6861,12:56,68,8.97,7.91,No,No,0.79,day,2025-01-24T12:00:00
213,213,Bengaluru,12.9787,77.5502,12.89,77.6545,05:55,23,13.37,34.88,No,No,0.54,night,2025-01-24T05:00:00
214,214,Mumbai,19.0318,72.97,19.0126,72.8724,18:30,68,0.84,0.74,No,No,0.71,day,2025-01-25T18:00:00
215,215,Mumbai,18.9828,72.914,19.172,72.9432,06:24,83,14.09,10.19,No,No,0.54,night,2025-01-25T06:00:00
216,216,Mumbai,19.0493,72.861,19.0258,72.9054,02:08,34,21.18,37.38,No,No,0.64,night,2025-01-25T02:00:00
217,217,Mumbai,19.1507,72.9663,19.0151,72.8444,20:12,75,17.84,14.27,No,No,0.84,day,2025-01-25T20:00:00
218,218,Mumbai,19.1004,72.9062,19.002,72.8564,18:46,26,23.0,53.08,No,No,0.92,day,2025-01-25T18:00:00
219,219,Mumbai,19.0579,72.7892,19.0079,72.9414,16:57,56,4.6,4.93,No,No,0.87,day,2025-01-25T16:00:00
220,220,Mumbai,19.0212,72.9229,19.1722,72.9548,23:16,46,15.73,20.52,No,No,0.49,night,2025-01-25T23:00:00
221,221,Mumbai,19.1412,72.9062,19.0476,72.8453,00:41,53,14.27,16.15,No,No,0.52,night,2025-01-25T00:00:00
222,222,Mumbai,19.1444,72.9249,19.0356,72.9375,08:25,36,7.23,12.05,No,No,0.94,day,2025-01-25T08:00:00
223,223,Mumbai,19.1556,72.866,19.1752,72.8698,09:01,12,14.02,70.1,No,No,0.83,day,2025-01-25T09:00:00
224,224,Bengaluru,12.9895,77.6353,12.9608,77.6675,00:21,64,12.95,12.14,No,No,0.45,night,2025-01-26T00:00:00
225,225,Bengaluru,12.9925,77.6476,12.981,77.6013,23:57,87,9.39,6.48,No,No,0.75,night,2025-01-26T23:00:00
226,226,Bengaluru,12.9283,77.5858,12.9775,77.6642,14:13,33,23.65,43.0,No,No,0.9,day,2025-01-26T14:00:00
227,227,Bengaluru,13.0123,77.6268,12.9215,77.6255,19:12,36,14.72,24.53,No,No,0.89,day,2025-01-26T19:00:00
228,228,Bengaluru,13.033,77.6383,12.9352,77.6182,07:22,67,14.94,13.38,No,No,0.87,day,2025-01-26T07:00:00
229,229,Bengaluru,12.932,77.6313,12.8803,77.6029,05:27,45,8.38,11.17,Yes,No,0.45,night,2025-01-26T05:00:00
230,230,Bengaluru,12.9219,77.5761,12.9482,77.5601,14:46,45,17.43,23.24,No,No,0.74,day,2025-01-26T14:00:00
231,231,Bengaluru,13.045,77.525,12.9576,77.6909,20:00,48,6.22,7.77,No,No,0.84,day,2025-01-26T20:00:00
232,232,Bengaluru,13.0404,77.5004,13.0048,77.6707,23:55,86,9.35,6.52,No,No,0.6,night,2025-01-26T23:00:00
233,233,Bengaluru,12.9365,77.6199,12.9006,77.5397,16:00,73,15.84,13.02,No,No,0.85,day,2025-01-26T16:00:00
234,234,Delhi,28.5403,77.2475,28.4993,77.1449,01:55,52,1.39,1.6,No,No,0.72,night,2025-01-27T01:00:00
235,235,Delhi,28.4458,77.2089,28.4968,77.2903,14:39,82,4.38,3.2,No,No,0.88,day,2025-01-27T14:00:00
236,236,Delhi,28.5846,77.2795,28.5178,77.2844,06:40,10,20.32,121.92,No,No,0.62,night,2025-01-27T06:00:00
237,237,Delhi,28.6016,77.2615,28.4781,77.1527,18:16,23,0.53,1.38,No,No,0.84,day,2025-01-27T18:00:00
238,238,Delhi,28.5622,77.2496,28.4665,77.226,19:26,10,13.14,78.84,No,No,0.91,day,2025-01-27T19:00:00
239,239,Delhi,28.5375,77.292,28.4892,77.1799,07:30,16,1.39,5.21,No,No,0.89,day,2025-01-27T07:00:00
240,240,Delhi,28.5908,77.2812,28.5631,77.175,12:15,11,8.1,44.18,No,No,0.72,day,2025-01-27T12:00:00
241,241,Delhi,28.4388,77.2428,28.4942,77.1179,07:40,71,15.03,12.7,No,No,0.9,day,2025-01-27T07:00:00
242,242,Mumbai,19.0441,72.8884,19.0251,72.8077,22:29,74,5.89,4.78,Yes,No,0.54,night,2025-01-28T22:00:00
243,243,Mumbai,19.173,72.9401,19.1302,72.9653,13:59,40,24.51,36.77,No,No,0.69,day,2025-01-28T13:00:00
244,244,Mumbai,19.0444,72.8785,19.1349,72.8879,21:44,75,14.99,11.99,No,No,0.89,day,2025-01-28T21:00:00
245,245,Mumbai,18.9969,72.9485,19.0371,72.8003,07:02,31,10.37,20.07,No,No,0.71,day,2025-01-28T07:00:00
246,246,Mumbai,19.1759,72.9102,19.0389,72.8364,17:49,52,4.02,4.64,No,No,0.91,day,2025-01-28T17:00:00
247,247,Mumbai,19.0515,72.8026,19.1622,72.916,02:24,29,2.95,6.1,No,No,0.74,night,2025-01-28T02:00:00
248,248,Mumbai,19.1002,72.9707,19.089,72.9008,02:56,59,0.97,0.99,No,No,0.7,night,2025-01-28T02:00:00
249,249,Mumbai,19.0053,72.9582,19.1497,72.8052,12:48,17,11.48,40.52,No,No,0.86,day,2025-01-28T12:00:00
250,250,Mumbai,19.0988,72.8881,19.0551,72.8148,02:01,29,14.75,30.52,No,No,0.59,night,2025-01-28T02:00:00
251,251,Mumbai,19.1463,72.9101,19.1246,72.8994,21:47,14,16.1,69.0,No,No,0.69,day,2025-01-28T21:00:00
252,252,Mumbai,19.1641,72.7799,19.0117,72.9014,12:16,73,20.22,16.62,No,No,0.7,day,2025-01-29T12:00:00
253,253,Mumbai,19.0032,72.8915,19.0359,72.8143,04:06,8,19.28,144.6,No,No,0.46,night,2025-01-29T04:00:00
254,254,Mumbai,19.1468,72.8731,19.0207,72.8759,19:22,27,2.49,5.53,No,No,0.84,day,2025-01-29T19:00:00
255,255,Mumbai,19.0015,72.8403,19.0838,72.9058,18:24,88,15.21,10.37,No,No,0.83,day,2025-01-29T18:00:00
256,256,Mumbai,19.0302,72.9206,19.0764,72.8567,04:31,73,24.64,20.25,No,No,0.68,night,2025-01-29T04:00:00
257,257,Mumbai,19.1729,72.7833,19.0008,72.8974,04:30,12,10.35,51.75,No,No,0.51,night,2025-01-29T04:00:00
258,258,Mumbai,19.1224,72.9192,19.1747,72.8508,21:29,51,9.77,11.49,No,No,0.9,day,2025-01-29T21:00:00
259,259,Mumbai,19.1685,72.9361,19.0074,72.8617,17:59,35,18.54,31.78,No,Yes,0.78,day,2025-01-29T17:00:00
260,260,Mumbai,19.1504,72.9166,18.9817,72.8999,01:12,34,2.27,4.01,No,No,0.54,night,2025-01-29T01:00:00
261,261,Mumbai,19.1609,72.8827,19.1575,72.9657,06:06,46,7.5,9.78,No,Yes,0.73,night,2025-01-29T06:00:00
262,262,Delhi,28.5551,77.1794,28.4949,77.2156,13:49,26,10.28,23.72,No,No,0.88,day,2025-01-30T13:00:00
263,263,Delhi,28.4827,77.1169,28.5001,77.1303,00:34,15,19.91,79.64,No,Yes,0.74,night,2025-01-30T00:00:00
264,264,Delhi,28.5463,77.2125,28.5327,77.1451,07:06,46,2.92,3.81,No,No,0.85,day,2025-01-30T07:00:00
265,265,Delhi,28.5002,77.1361,28.4872,77.1871,09:03,24,22.15,55.37,No,No,0.68,day,2025-01-30T09:00:00
266,266,Delhi,28.5424,77.1468,28.5115,77.291,05:57,48,15.41,19.26,No,No,0.63,night,2025-01-30T05:00:00
267,267,Delhi,28.55,77.2701,28.4823,77.1745,21:36,19,24.62,77.75,No,No,0.8,day,2025-01-30T21:00:00
268,268,Delhi,28.4602,77.2937,28.5712,77.1442,00:04,56,17.86,19.14,No,No,0.46,night,2025-01-30T00:00:00
269,269,Delhi,28.4887,77.1632,28.5436,77.1457,03:03,66,15.95,14.5,No,No,0.48,night,2025-01-30T03:00:00
270,270,Delhi,28.4541,77.1833,28.4932,77.1301,05:13,68,5.17,4.56,No,No,0.74,night,2025-01-30T05:00:00
271,271,Delhi,28.5854,77.2175,28.5747,77.2374,13:28,9,12.22,81.47,No,No,0.87,day,2025-01-30T13:00:00
272,272,Kolkata,22.5746,88.3696,22.6144,88.2823,09:58,28,16.56,35.49,No,No,0.78,day,2025-01-31T09:00:00
273,273,Kolkata,22.6722,88.3759,22.5587,88.3654,16:33,76,19.84,15.66,No,No,0.88,day,2025-01-31T16:00:00
274,274,Kolkata,22.5242,88.2744,22.4828,88.3458,01:29,32,12.63,23.68,No,No,0.5,night,2025-01-31T01:00:00
275,275,Kolkata,22.5419,88.4438,22.612,88.3962,16:13,49,14.57,17.84,No,No,0.65,day,2025-01-31T16:00:00
276,276,Kolkata,22.5465,88.4469,22.5751,88.4212,05:13,55,21.6,23.56,No,No,0.61,night,2025-01-31T05:00:00
277,277,Kolkata,22.5796,88.4119,22.5122,88.3752,18:48,71,23.11,19.53,No,No,0.88,day,2025-01-31T18:00:00
278,278,Kolkata,22.6422,88.2742,22.5623,88.299,14:11,52,0.71,0.82,No,No,0.76,day,2025-01-31T14:00:00
279,279,Kolkata,22.5857,88.4273,22.5201,88.4248,16:03,88,12.11,8.26,No,Yes,0.74,day,2025-01-31T16:00:00
280,280,Kolkata,22.5481,88.4022,22.6579,88.2822,11:42,37,21.21,34.39,No,No,0.69,day,2025-01-31T11:00:00
281,281,Hyderabad,17.3342,78.5331,17.4289,78.5539,12:54,41,24.15,35.34,No,No,0.77,day,2025-02-01T12:00:00
282,282,Hyderabad,17.4231,78.4727,17.4385,78.4825,14:19,39,8.83,13.58,No,No,0.91,day,2025-02-01T14:00:00
283,283,Hyderabad,17.4362,78.563,17.338,78.5371,23:56,29,13.55,28.03,No,No,0.49,night,2025-02-01T23:00:00
284,284,Hyderabad,17.4326,78.5128,17.3123,78.5078,23:26,15,6.97,27.88,No,Yes,0.6,night,2025-02-01T23:00:00
285,285,Hyderabad,17.4282,78.4543,17.2899,78.4295,18:53,87,8.0,5.52,No,No,0.74,day,2025-02-01T18:00:00
286,286,Hyderabad,17.4397,78.5272,17.3964,78.4718,20:55,27,22.6,50.22,No,No,0.87,day,2025-02-01T20:00:00
287,287,Hyderabad,17.346,78.4131,17.4014,78.4033,21:50,42,12.9,18.43,No,No,0.74,day,2025-02-01T21:00:00
288,288,Hyderabad,17.3729,78.4113,17.4519,78.5161,06:56,32,8.53,15.99,No,No,0.63,night,2025-02-01T06:00:00
289,289,Hyderabad,17.4501,78.5778,17.4625,78.5384,05:21,48,13.26,16.57,No,No,0.58,night,2025-02-01T05:00:00
290,290,Bengaluru,12.9134,77.5079,13.023,77.5577,20:40,88,6.95,4.74,No,No,0.74,day,2025-02-02T20:00:00
291,291,Bengaluru,13.0366,77.5047,12.9389,77.5722,17:27,75,10.65,8.52,No,No,0.9,day,2025-02-02T17:00:00
292,292,Bengaluru,13.0028,77.6066,13.0592,77.5261,15:50,13,10.59,48.88,No,No,0.83,day,2025-02-02T15:00:00
293,293,Bengaluru,12.9211,77.6913,12.8957,77.6786,20:20,81,24.07,17.83,No,No,0.89,day,2025-02-02T20:00:00
294,294,Bengaluru,13.0308,77.6235,12.9232,77.5731,07:40,54,4.65,5.17,Yes,No,0.88,day,2025-02-02T07:00:00
295,295,Bengaluru,12.9251,77.6442,13.0498,77.6478,10:39,80,16.7,12.53,No,No,0.83,day,2025-02-02T10:00:00
296,296,Bengaluru,12.9978,77.667,12.9773,77.5164,23:33,7,17.89,153.34,No,No,0.56,night,2025-02-02T23:00:00
297,297,Bengaluru,13.0078,77.6896,13.0354,77.6712,22:44,49,21.63,26.49,No,No,0.64,night,2025-02-02T22:00:00
298,298,Bengaluru,12.9991,77.662,13.0375,77.4958,13:37,88,3.0,2.05,No,No,0.87,day,2025-02-03T13:00:00
299,299,Bengaluru,12.9541,77.5761,12.9585,77.5069,22:42,56,5.28,5.66,No,Yes,0.55,night,2025-02-03T22:00:00
300,300,Bengaluru,12.9887,77.6466,12.8933,77.5055,06:56,72,7.15,5.96,Yes,No,0.63,night,2025-02-03T06:00:00
301,301,Bengaluru,12.9984,77.6395,12.9056,77.6417,14:46,46,16.77,21.87,No,No,0.67,day,2025-02-03T14:00:00
302,302,Bengaluru,12.9405,77.6047,12.9552,77.6269,13:10,86,15.19,10.6,No,No,0.88,day,2025-02-03T13:00:00
303,303,Bengaluru,12.9286,77.5246,13.0451,77.6245,20:10,58,24.75,25.6,No,No,0.74,day,2025-02-03T20:00:00
304,304,Bengaluru,12.9067,77.5174,12.9005,77.6352,12:47,21,13.24,37.83,No,No,0.94,day,2025-02-03T12:00:00
305,305,Bengaluru,12.8962,77.6641,13.0632,77.6461,18:49,43,8.83,12.32,No,No,0.82,day,2025-02-03T18:00:00
306,306,Bengaluru,13.0633,77.6301,12.9837,77.6937,00:27,21,15.82,45.2,No,No,0.54,night,2025-02-03T00:00:00
307,307,Bengaluru,12.8741,77.6368,12.9495,77.5225,17:05,69,12.51,10.88,No,No,0.89,day,2025-02-03T17:00:00
308,308,Delhi,28.6194,77.1945,28.4943,77.2587,17:02,68,14.73,13.0,No,No,0.76,day,2025-02-04T17:00:00
309,309,Delhi,28.4945,77.1513,28.4515,77.1584,22:26,28,18.0,38.57,No,No,0.7,night,2025-02-04T22:00:00
310,310,Delhi,28.5447,77.2392,28.5409,77.2048,05:23,15,2.49,9.96,No,No,0.64,night,2025-02-04T05:00:00
311,311,Delhi,28.4288,77.2588,28.4579,77.2157,22:41,51,8.34,9.81,No,No,0.72,night,2025-02-04T22:00:00
312,312,Delhi,28.5438,77.2797,28.5295,77.1568,16:11,32,2.0,3.75,No,Yes,0.89,day,2025-02-04T16:00:00
313,313,Delhi,28.5937,77.3,28.4882,77.1435,02:58,57,14.52,15.28,No,Yes,0.75,night,2025-02-04T02:00:00
314,314,Delhi,28.6043,77.1768,28.4795,77.1663,10:10,50,5.99,7.19,No,No,0.86,day,2025-02-04T10:00:00
315,315,Delhi,28.5792,77.1782,28.4625,77.1697,23:56,85,20.37,14.38,No,No,0.57,night,2025-02-04T23:00:00
316,316,Delhi,28.4707,77.2277,28.5071,77.2882,19:44,54,21.4,23.78,No,Yes,0.92,day,2025-02-04T19:00:00
317,317,Delhi,28.6128,77.2314,28.549,77.2734,19:53,41,13.32,19.49,No,No,0.67,day,2025-02-04T19:00:00
318,318,Delhi,28.4949,77.1179,28.4535,77.2458,12:53,43,1.04,1.45,No,No,0.7,day,2025-02-05T12:00:00
319,319,Delhi,28.5247,77.2727,28.5929,77.2569,12:10,74,22.58,18.31,No,No,0.83,day,2025-02-05T12:00:00
320,320,Delhi,28.5193,77.2521,28.5444,77.171,00:07,43,4.97,6.93,No,No,0.69,night,2025-02-05T00:00:00
321,321,Delhi,28.5521,77.2132,28.4877,77.1197,17:35,68,11.31,9.98,No,Yes,0.72,day,2025-02-05T17:00:00
322,322,Delhi,28.5465,77.1427,28.5534,77.2481,06:24,80,8.34,6.25,No,No,0.6,night,2025-02-05T06:00:00
323,323,Delhi,28.5235,77.1492,28.5547,77.3012,16:17,14,8.81,37.76,No,Yes,0.7,day,2025-02-05T16:00:00
324,324,Delhi,28.5736,77.261,28.426,77.2598,22:54,22,15.7,42.82,Yes,No,0.75,night,2025-02-05T22:00:00
325,325,Delhi,28.6166,77.1883,28.5018,77.2731,20:21,35,8.12,13.92,No,No,0.77,day,2025-02-05T20:00:00
326,326,Delhi,28.5737,77.1282,28.4562,77.1143,22:25,27,21.61,48.02,No,No,0.51,night,2025-02-05T22:00:00
327,327,Ahmedabad,23.0017,72.5421,23.0018,72.6572,02:26,27,6.11,13.58,No,No,0.51,night,2025-02-06T02:00:00
328,328,Ahmedabad,23.0825,72.5424,23.0726,72.6672,01:43,53,21.35,24.17,No,No,0.75,night,2025-02-06T01:00:00
329,329,Ahmedabad,22.9284,72.6243,23.1015,72.5515,11:48,88,3.01,2.05,No,No,0.8,day,2025-02-06T11:00:00
330,330,Ahmedabad,23.0925,72.6072,22.9611,72.5142,16:02,25,21.32,51.17,No,No,0.76,day,2025-02-06T16:00:00
331,331,Ahmedabad,23.1167,72.5153,23.1103,72.527,08:44,35,20.47,35.09,No,No,0.72,day,2025-02-06T08:00:00
332,332,Ahmedabad,23.1188,72.6254,23.1156,72.5765,18:21,36,15.21,25.35,No,No,0.85,day,2025-02-06T18:00:00
333,333,Ahmedabad,23.0707,72.6002,23.0515,72.5462,08:27,71,20.38,17.22,No,No,0.81,day,2025-02-06T08:00:00
334,334,Ahmedabad,22.9547,72.6411,22.9238,72.5248,01:18,31,6.73,13.03,No,No,0.45,night,2025-02-06T01:00:00
335,335,Ahmedabad,22.9348,72.507,23.0388,72.5628,19:30,85,8.48,5.99,No,No,0.91,day,2025-02-06T19:00:00
336,336,Delhi,28.559,77.1164,28.6126,77.193,14:26,69,17.2,14.96,No,No,0.84,day,2025-02-07T14:00:00
337,337,Delhi,28.4946,77.1725,28.4789,77.202,03:21,83,18.85,13.63,No,No,0.49,night,2025-02-07T03:00:00
338,338,Delhi,28.465,77.2293,28.5695,77.2785,05:34,18,15.11,50.37,No,No,0.59,night,2025-02-07T05:00:00
339,339,Delhi,28.4252,77.1398,28.4914,77.1482,17:40,48,17.33,21.66,No,No,0.87,day,2025-02-07T17:00:00
340,340,Delhi,28.4933,77.1225,28.5603,77.2671,22:22,19,3.98,12.57,No,No,0.67,night,2025-02-07T22:00:00
341,341,Delhi,28.4906,77.1286,28.5225,77.191,04:19,25,14.78,35.47,No,No,0.62,night,2025-02-07T04:00:00
342,342,Delhi,28.4842,77.1381,28.5514,77.1952,15:00,76,15.44,12.19,No,No,0.72,day,2025-02-07T15:00:00
343,343,Delhi,28.4767,77.293,28.474,77.1842,01:05,20,10.0,30.0,No,No,0.68,night,2025-02-07T01:00:00
344,344,Delhi,28.5731,77.208,28.4876,77.2651,02:06,31,21.82,42.23,No,No,0.51,night,2025-02-07T02:00:00
345,345,Lucknow,26.8241,81.0415,26.8281,80.8486,19:09,66,17.14,15.58,No,No,0.88,day,2025-02-08T19:00:00
346,346,Lucknow,26.7968,80.9652,26.8074,80.8801,03:32,37,14.92,24.19,No,No,0.48,night,2025-02-08T03:00:00
347,347,Lucknow,26.9062,81.0016,26.7955,80.9185,21:58,54,10.38,11.53,No,Yes,0.83,day,2025-02-08T21:00:00
348,348,Lucknow,26.7948,80.9468,26.9042,80.8538,18:43,59,8.26,8.4,No,No,0.83,day,2025-02-08T18:00:00
349,349,Lucknow,26.9005,81.0428,26.8449,81.0185,07:46,70,2.77,2.37,No,No,0.95,day,2025-02-08T07:00:00
350,350,Lucknow,26.8106,80.9172,26.8939,80.9097,22:05,22,21.41,58.39,Yes,No,0.45,night,2025-02-08T22:00:00
351,351,Lucknow,26.8204,81.0082,26.7767,80.9165,11:51,7,2.56,21.94,No,No,0.8,day,2025-02-08T11:00:00
352,352,Lucknow,26.8521,80.9164,26.8453,80.9192,14:45,68,14.73,13.0,Yes,No,0.8,day,2025-02-08T14:00:00
353,353,Lucknow,26.8617,80.8875,26.7835,80.8734,05:50,23,7.55,19.7,No,No,0.61,night,2025-02-08T05:00:00
354,354,Lucknow,26.8489,80.9332,26.8702,80.986,18:09,36,3.25,5.42,No,No,0.76,day,2025-02-08T18:00:00
355,355,Delhi,28.5878,77.2574,28.6193,77.1249,13:05,21,13.81,39.46,No,No,0.85,day,2025-02-09T13:00:00
356,356,Delhi,28.5734,77.1416,28.605,77.1339,03:58,43,11.98,16.72,Yes,No,0.46,night,2025-02-09T03:00:00
357,357,Delhi,28.5574,77.138,28.6195,77.2165,00:17,64,6.13,5.75,Yes,Yes,0.75,night,2025-02-09T00:00:00
358,358,Delhi,28.4563,77.2816,28.4656,77.2002,23:21,43,1.76,2.46,No,No,0.5,night,2025-02-09T23:00:00
359,359,Delhi,28.4491,77.1242,28.526,77.1765,14:22,76,3.48,2.75,No,No,0.83,day,2025-02-09T14:00:00
360,360,Delhi,28.4851,77.1219,28.4846,77.2452,07:30,67,12.61,11.29,No,No,0.78,day,2025-02-09T07:00:00
361,361,Delhi,28.5153,77.1263,28.5341,77.2248,17:40,24,24.76,61.9,No,No,0.82,day,2025-02-09T17:00:00
362,362,Delhi,28.4652,77.2726,28.6057,77.1279,05:19,82,18.86,13.8,No,No,0.48,night,2025-02-09T05:00:00
363,363,Delhi,28.5862,77.2201,28.6104,77.1128,06:47,64,13.13,12.31,No,Yes,0.51,night,2025-02-09T06:00:00
364,364,Delhi,28.5579,77.2352,28.5285,77.1471,10:53,15,4.51,18.04,No,No,0.87,day,2025-02-09T10:00:00
365,365,Delhi,28.4823,77.2828,28.5259,77.2795,15:23,20,5.12,15.36,No,No,0.74,day,2025-02-10T15:00:00
366,366,Delhi,28.5103,77.2991,28.4885,77.3046,04:52,36,22.45,37.42,No,No,0.48,night,2025-02-10T04:00:00
367,367,Delhi,28.4525,77.2029,28.5823,77.1343,19:37,6,9.35,93.5,No,No,0.75,day,2025-02-10T19:00:00
368,368,Delhi,28.5568,77.269,28.4359,77.2899,02:51,43,3.25,4.53,No,No,0.49,night,2025-02-10T02:00:00
369,369,Delhi,28.5405,77.297,28.4489,77.2381,08:51,50,8.75,10.5,No,No,0.9,day,2025-02-10T08:00:00
370,370,Delhi,28.507,77.2602,28.554,77.137,00:32,20,4.22,12.66,No,No,0.66,night,2025-02-10T00:00:00
371,371,Delhi,28.5787,77.2916,28.442,77.2822,07:30,84,12.44,8.89,No,No,0.85,day,2025-02-10T07:00:00
372,372,Delhi,28.4854,77.1938,28.5639,77.2815,16:43,27,14.65,32.56,No,No,0.73,day,2025-02-10T16:00:00
373,373,Delhi,28.6048,77.243,28.5592,77.1568,17:17,81,7.64,5.66,No,No,0.86,day,2025-02-10T17:00:00
374,374,Delhi,28.6081,77.1916,28.6076,77.1907,23:34,65,5.3,4.89,No,No,0.54,night,2025-02-10T23:00:00
375,375,Lucknow,26.7972,81.0035,26.8446,80.8606,00:10,85,23.29,16.44,No,No,0.67,night,2025-02-11T00:00:00
376,376,Lucknow,26.8222,80.9511,26.7884,81.0195,15:00,51,12.38,14.56,No,No,0.66,day,2025-02-11T15:00:00
377,377,Lucknow,26.8672,81.0245,26.8263,80.8792,11:00,45,5.0,6.67,No,No,0.88,day,2025-02-11T11:00:00
378,378,Lucknow,26.8369,80.8831,26.8824,80.9944,11:19,84,12.4,8.86,No,No,0.84,day,2025-02-11T11:00:00
379,379,Lucknow,26.8435,80.9432,26.8702,80.915,09:13,88,11.31,7.71,No,Yes,0.84,day,2025-02-11T09:00:00
380,380,Lucknow,26.8163,80.9607,26.8357,80.8828,11:36,76,14.54,11.48,No,No,0.8,day,2025-02-11T11:00:00
381,381,Lucknow,26.9213,80.8734,26.8527,80.9704,12:08,11,11.23,61.25,Yes,No,0.77,day,2025-02-11T12:00:00
382,382,Lucknow,26.8914,80.9772,26.7503,80.9129,20:26,75,0.6,0.48,No,No,0.93,day,2025-02-11T20:00:00
383,383,Jaipur,26.9366,75.7013,26.9663,75.7756,03:09,70,10.55,9.04,No,No,0.65,night,2025-02-12T03:00:00
384,384,Jaipur,26.829,75.883,27.0011,75.7137,02:54,31,17.85,34.55,No,No,0.53,night,2025-02-12T02:00:00
385,385,Jaipur,26.9864,75.7094,27.0115,75.7086,07:36,7,7.26,62.23,No,No,0.91,day,2025-02-12T07:00:00
386,386,Jaipur,26.8126,75.7892,26.9169,75.8327,09:38,73,22.04,18.12,No,Yes,0.92,day,2025-02-12T09:00:00
387,387,Jaipur,26.8312,75.7356,26.9581,75.7222,03:08,61,21.96,21.6,No,No,0.5,night,2025-02-12T03:00:00
388,388,Jaipur,26.8772,75.783,26.9065,75.7824,06:50,25,14.92,35.81,No,No,0.61,night,2025-02-12T06:00:00
389,389,Jaipur,26.896,75.8608,26.8589,75.8145,19:26,16,22.48,84.3,No,No,0.66,day,2025-02-12T19:00:00
390,390,Jaipur,26.8691,75.8393,26.8182,75.7124,20:33,28,14.67,31.44,No,No,0.68,day,2025-02-12T20:00:00
391,391,Jaipur,26.8606,75.7428,26.9927,75.8328,03:43,75,14.56,11.65,No,No,0.63,night,2025-02-12T03:00:00
392,392,Hyderabad,17.4681,78.5243,17.4747,78.4158,20:53,10,2.92,17.52,No,Yes,0.74,day,2025-02-13T20:00:00
393,393,Hyderabad,17.3591,78.5476,17.3162,78.5649,21:51,56,24.23,25.96,No,No,0.85,day,2025-02-13T21:00:00
394,394,Hyderabad,17.4466,78.4815,17.361,78.5497,15:05,63,6.65,6.33,No,No,0.72,day,2025-02-13T15:00:00
395,395,Hyderabad,17.4395,78.4848,17.4773,78.5779,10:35,37,6.72,10.9,No,No,0.73,day,2025-02-13T10:00:00
396,396,Hyderabad,17.3301,78.5093,17.2998,78.5117,07:18,72,10.1,8.42,No,No,0.89,day,2025-02-13T07:00:00
397,397,Hyderabad,17.2954,78.4407,17.4487,78.4386,06:44,56,9.77,10.47,No,No,0.56,night,2025-02-13T06:00:00
398,398,Hyderabad,17.4207,78.446,17.3494,78.5099,02:03,88,21.36,14.56,No,No,0.62,night,2025-02-13T02:00:00
399,399,Hyderabad,17.339,78.3994,17.3833,78.5607,04:03,73,5.21,4.28,No,No,0.71,night,2025-02-13T04:00:00
400,400,Hyderabad,17.3626,78.4337,17.3171,78.426,07:44,86,13.21,9.22,No,No,0.93,day,2025-02-13T07:00:00
401,401,Hyderabad,17.3571,78.5637,17.3071,78.567,00:56,83,16.79,12.14,No,No,0.49,night,2025-02-13T00:00:00
402,402,Ahmedabad,23.0348,72.5138,23.0872,72.5756,15:31,21,17.58,50.23,No,Yes,0.72,day,2025-02-14T15:00:00
403,403,Ahmedabad,23.0927,72.6473,23.1025,72.5521,15:40,19,18.11,57.19,No,Yes,0.83,day,2025-02-14T15:00:00
404,404,Ahmedabad,23.0794,72.5713,22.9511,72.5972,20:17,25,9.88,23.71,No,No,0.92,day,2025-02-14T20:00:00
405,405,Ahmedabad,23.0009,72.4931,22.9233,72.6131,02:49,60,17.44,17.44,No,No,0.68,night,2025-02-14T02:00:00
406,406,Ahmedabad,23.07,72.6327,23.105,72.5592,15:19,30,17.89,35.78,No,No,0.78,day,2025-02-14T15:00:00
407,407,Ahmedabad,22.9358,72.5035,23.0383,72.5951,05:29,75,23.1,18.48,No,No,0.62,night,2025-02-14T05:00:00
408,408,Ahmedabad,22.9288,72.5154,23.0151,72.6461,06:32,49,22.76,27.87,No,No,0.46,night,2025-02-14T06:00:00
409,409,Ahmedabad,23.003,72.5151,22.9459,72.6161,21:52,19,2.36,7.45,No,No,0.82,day,2025-02-14T21:00:00
410,410,Ahmedabad,23.0147,72.5565,22.9897,72.5891,16:44,15,12.35,49.4,No,No,0.84,day,2025-02-14T16:00:00
411,411,Jaipur,26.8947,75.7653,26.8538,75.6936,22:29,35,20.27,34.75,No,No,0.46,night,2025-02-15T22:00:00
412,412,Jaipur,26.9524,75.8383,27.0111,75.844,16:21,38,6.91,10.91,No,No,0.73,day,2025-02-15T16:00:00
413,413,Jaipur,26.87,75.756,26.9178,75.747,02:04,20,3.03,9.09,No,No,0.58,night,2025-02-15T02:00:00
